case_number,source,case_status,soc_code,soc_title,job_title,workers_requested,workers_certified,employer_name,employer_city,employer_state,worksite_city,worksite_state,wage_from,wage_to,wage_per,employment_begin_date,employment_end_date,received_date,decision_date,noa_issued_date,nature_of_need
H-400-26001-525824,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,Landscape Laborer,3.0,3.0,"Brookridge Lawn Care, Inc.",Joliet,TX,Joliet,IL,21.26,21.26,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-09,,Peakload
H-400-26001-525631,disclosure_fy2026_q2,Determination Issued - Certification,53-7064.00,"Packers and Packagers, Hand",Production Packer & Packager,25.0,25.0,"Hasa, Inc.",Valencia,CA,Pittsburg,CA,20.5,20.5,Hour,2026-04-01,2026-09-30,2026-01-01,2026-03-09,,Peakload
H-400-26001-525296,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,LAWN AND LANDSCAPE TECHNICIAN,28.0,28.0,"LAWN AND PEST SOLUTIONS, INC.",Lawrence,KS,Lawrence,KS,18.33,18.33,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-09,,Peakload
H-400-26001-525248,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPING LABORERS,25.0,,"A&A LAWNCARE AND LANDSCAPING, INC. -Stevenson",FLORENCE,KY,ERLANGER,KY,18.59,23.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-09,,Seasonal
H-400-26001-525253,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPING LABORERS,25.0,,"A&A LAWNCARE AND LANDSCAPING, INC. -Powerline",FLORENCE,KY,FLORENCE,KY,18.59,23.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-09,,Seasonal
H-400-26001-525245,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPING LABORERS,25.0,,"A&A LAWNCARE AND LANDSCAPING, INC. -Foundation",FLORENCE,KY,FLORENCE,KY,18.59,23.0,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-09,,Seasonal
H-400-26001-525166,disclosure_fy2026_q2,Withdrawn,37-3011.00,Landscaping and Groundskeeping Workers,LANDSCAPING LABORER,14.0,,"WOEHLER LANDSCAPING, LLC",PITTSBURGH,PA,PITTSBURGH,PA,18.69,18.69,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-09,,Seasonal
H-400-26001-525008,disclosure_fy2026_q2,Determination Issued - Certification,35-3023.00,Fast Food and Counter Workers,Carnival Worker,60.0,60.0,"EJ Amusements of NH, Inc.",Seabrook,NH,Seabrook,NH,14.45,18.57,Hour,2026-04-01,2027-01-15,2026-01-01,2026-03-09,,Seasonal
H-400-26001-524947,disclosure_fy2026_q2,Determination Issued - Certification,37-3011.00,Landscaping and Groundskeeping Workers,GROUNDSKEEPER,5.0,5.0,GOLDEN ANCHOR,BAR HARBOR,ME,BAR HARBOR,ME,20.68,20.68,Hour,2026-04-01,2026-11-15,2026-01-01,2026-03-09,,Seasonal
H-400-26001-524866,disclosure_fy2026_q2,Determination Issued - Certification,35-3031.00,Waiters and Waitresses,WAITER/WAITRESS,20.0,20.0,SAGBOLT LLC,BOLTON LANDING,NY,BOLTON LANDING,NY,24.03,24.03,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-09,,Peakload
H-400-26001-524783,disclosure_fy2026_q2,Determination Issued - Certification,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Front Desk,5.0,5.0,Ocean Bay Management Inc,Easthampton,NY,Montauk,NY,23.6,23.6,Hour,2026-04-01,2026-10-15,2026-01-01,2026-03-09,,Seasonal
H-400-26001-524696,disclosure_fy2026_q2,Determination Issued - Certification,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Dining Room Attendant,17.0,17.0,"Clambake, Inc.",Provincetown,MA,Provincetown,MA,18.98,,Hour,2026-04-01,2026-12-01,2026-01-01,2026-03-09,,Seasonal
H-400-26001-524654,disclosure_fy2026_q2,Determination Issued - Certification,35-9021.00,Dishwashers,Steward,8.0,8.0,"Sea Island Company, LLC",Sea Island,GA,Sea Island,GA,15.0,22.5,Hour,2026-04-01,2026-12-02,2026-01-01,2026-03-09,,Peakload
H-400-26001-524638,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,Room Attendant,27.0,27.0,"Sea Island Company, LLC",Sea Island,GA,Sea Island,GA,15.0,22.5,Hour,2026-04-01,2026-12-02,2026-01-01,2026-03-09,,Peakload
H-400-26001-524508,disclosure_fy2026_q2,Determination Issued - Certification,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Material Handler,5.0,5.0,Exela Green LLC,Marlborough,MA,Marlborough,MA,22.5,,Hour,2026-04-01,2026-11-01,2026-01-01,2026-03-09,,Peakload
H-400-26001-524494,disclosure_fy2026_q2,Determination Issued - Certification,37-2012.00,Maids and Housekeeping Cleaners,Housekeeper,20.0,20.0,"Donovan Motel Company, LLC",Ogunquit,ME,Ogunquit,ME,18.49,20.0,Hour,2026-04-01,2026-11-15,2026-01-01,2026-03-09,,Seasonal
H-400-26001-524229,disclosure_fy2026_q2,Determination Issued - Certification,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Swimming Pool Servicer,6.0,6.0,Beltway Pools LLC,Lorton,VA,Lorton,VA,18.52,,Hour,2026-04-01,2026-10-31,2026-01-01,2026-03-09,,Peakload
H-400-26001-523832,disclosure_fy2026_q2,Determination Issued - Certification,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Laborer,5.0,5.0,BIG BEAR SHRIMP & SEAFOOD LLC,Port Lavaca,TX,Port Lavaca,TX,17.68,,Hour,2026-04-01,2026-11-30,2026-01-01,2026-03-09,,Peakload
